,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence
264,alt-rock,94.0,4,0,0.0594,0.559,0.61,0.0291,0.128,-11.817,0.0362,0.571
265,alt-rock,168.0,3,1,0.000773,0.469,0.662,0.669,0.0908,-9.598,0.0528,0.136
266,alt-rock,122.0,4,0,5.59e-05,0.404,0.72,0.836,0.0466,-9.18,0.0623,0.475
267,alt-rock,105.0,4,1,0.0136,0.765,0.563,0.0589,0.0786,-8.546,0.0352,0.336
268,alt-rock,138.0,3,1,0.17,0.422,0.505,2.25e-05,0.119,-4.198,0.0345,0.181
269,alt-rock,125.0,4,0,0.0767,0.672,0.841,0.0,0.135,-5.992,0.0285,0.82
270,alt-rock,135.0,4,1,0.00177,0.515,0.825,1.13e-06,0.153,-5.513,0.0562,0.432
271,alt-rock,96.0,4,1,0.0228,0.475,0.801,2.86e-05,0.134,-4.349,0.0353,0.418
272,alt-rock,94.0,4,0,0.0146,0.417,0.849,0.000387,0.0673,-4.199,0.0481,0.594
273,alt-rock,139.0,4,1,0.000865,0.493,0.85,0.00836,0.352,-8.727,0.0331,0.889
274,alt-rock,126.0,4,0,0.00485,0.547,0.877,0.0,0.247,-5.135,0.0658,0.611
275,alt-rock,119.0,4,1,0.00178,0.537,0.942,1.44e-06,0.107,-3.885,0.176,0.372
276,alt-rock,87.0,4,1,0.196,0.562,0.539,0.66,0.115,-11.196,0.0317,0.284
277,alt-rock,153.0,4,0,0.268,0.449,0.84,0.0138,0.337,-3.228,0.0581,0.196
278,alt-rock,123.0,4,1,0.529,0.738,0.973,0.0,0.134,-4.344,0.032,0.967
279,alt-rock,105.0,4,1,0.00348,0.394,0.908,0.000102,0.0912,-6.005,0.053,0.21
280,alt-rock,111.0,4,1,0.0168,0.552,0.774,0.0,0.0701,-9.106,0.0292,0.783
281,alt-rock,128.0,4,1,0.0756,0.674,0.936,0.000748,0.192,-2.166,0.0271,0.948
282,alt-rock,132.0,4,1,0.00182,0.461,0.915,0.0361,0.14,-3.163,0.0424,0.272
283,alt-rock,174.0,4,1,0.0062,0.531,0.858,0.0434,0.204,-6.589,0.0326,0.606
284,alt-rock,176.0,4,1,0.114,0.483,0.818,0.0,0.367,-7.666,0.0444,0.691
285,alt-rock,142.0,4,1,0.011,0.369,0.876,6.9e-06,0.328,-7.544,0.0526,0.465
286,alt-rock,115.0,4,1,5.62e-06,0.569,0.788,0.635,0.0811,-8.559,0.031,0.913
287,alt-rock,190.0,4,0,9.76e-06,0.276,0.962,0.000366,0.0327,-3.797,0.0629,0.741
288,alt-rock,146.0,4,1,0.705,0.342,0.613,0.0,0.14,-4.084,0.0311,0.267
289,alt-rock,139.0,4,1,0.000414,0.331,0.866,0.0243,0.13,-5.525,0.0456,0.347
290,alt-rock,126.0,4,1,0.00302,0.625,0.733,0.0138,0.146,-7.857,0.0331,0.513
291,alt-rock,134.0,4,1,0.000142,0.449,0.968,0.000599,0.242,-6.103,0.0587,0.465
292,alt-rock,104.0,4,0,0.00254,0.536,0.943,0.0,0.0534,-7.82,0.0743,0.816
293,alt-rock,103.0,4,1,0.0212,0.7,0.864,0.0,0.0956,-3.629,0.0283,0.887
294,alt-rock,89.0,4,1,0.000304,0.345,0.87,0.025,0.236,-10.876,0.0954,0.394
295,alt-rock,100.0,4,1,0.0193,0.407,0.821,2.06e-06,0.36,-4.987,0.0657,0.61
296,alt-rock,147.0,4,1,2.8e-05,0.425,0.852,0.118,0.377,-5.977,0.0525,0.138
297,alt-rock,98.0,4,0,0.0209,0.654,0.974,0.0,0.0865,-3.304,0.0861,0.679
298,alt-rock,92.0,4,0,0.0181,0.48,0.863,0.0,0.111,-4.914,0.0385,0.491
299,alt-rock,113.0,4,1,0.234,0.459,0.688,0.0,0.105,-7.297,0.0544,0.466
300,alternative,128.0,4,0,0.00246,0.524,0.841,0.00128,0.289,-5.039,0.0404,0.247
301,alternative,86.0,4,1,0.0828,0.62,0.622,0.0,0.335,-3.711,0.0276,0.802
302,alternative,95.0,4,1,0.908,0.809,0.52,0.125,0.308,-9.828,0.0322,0.585
303,alternative,102.0,4,1,0.462,0.697,0.877,0.00943,0.083,-4.465,0.0462,0.802
304,alternative,109.0,5,0,0.469,0.398,0.768,2.02e-05,0.106,-4.624,0.0392,0.235
305,alternative,140.0,4,1,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,0.0268,0.212
306,alternative,137.0,4,1,0.0534,0.437,0.547,5.57e-05,0.0843,-8.956,0.0458,0.181
307,alternative,96.0,4,1,0.0172,0.795,0.706,0.000384,0.326,-7.494,0.101,0.623
308,alternative,110.0,4,1,0.00762,0.632,0.908,0.000172,0.167,-3.511,0.0458,0.764
309,alternative,91.0,4,0,0.0562,0.645,0.792,0.0121,0.119,-7.34,0.036,0.666
310,alternative,168.0,4,1,0.000762,0.357,0.95,0.429,0.352,-3.612,0.0719,0.469
311,alternative,168.0,4,1,0.000487,0.258,0.98,0.786,0.214,-4.384,0.0469,0.711
312,alternative,100.0,4,1,0.0773,0.49,0.778,0.00862,0.087,-6.968,0.0548,0.278
313,alternative,170.0,4,1,0.0557,0.611,0.56,0.591,0.0701,-9.946,0.0701,0.706
314,alternative,105.0,4,1,0.832,0.852,0.518,0.0893,0.14,-7.155,0.0413,0.794
315,alternative,206.0,4,1,0.0258,0.381,0.894,0.0,0.0251,-8.638,0.037,0.797
316,alternative,144.0,4,1,1.02e-05,0.39,0.979,0.116,0.178,-4.94,0.0489,0.616
317,alternative,170.0,4,0,0.00198,0.379,0.967,0.0704,0.0711,-4.429,0.0373,0.666
318,alternative,130.0,4,1,0.0952,0.469,0.701,0.291,0.0811,-9.944,0.0326,0.28
319,alternative,122.0,4,0,0.000983,0.759,0.849,1.51e-05,0.0864,-3.198,0.0317,0.73
320,alternative,152.0,4,0,0.0777,0.581,0.907,7.24e-06,0.313,-7.259,0.0378,0.957
321,alternative,109.0,4,1,0.113,0.596,0.814,0.0195,0.112,-6.226,0.0392,0.519
322,alternative,121.0,4,1,0.0215,0.592,0.792,0.0,0.159,-5.884,0.0335,0.293
323,alternative,117.0,4,1,0.364,0.702,0.607,0.0263,0.123,-6.509,0.0405,0.436
324,alternative,95.0,4,1,0.0783,0.439,0.434,4.87e-05,0.14,-14.918,0.0265,0.204
325,alternative,147.0,4,1,0.0002,0.351,0.863,0.0343,0.142,-6.021,0.0409,0.674
326,alternative,142.0,4,1,0.929,0.428,0.064,0.0,0.0859,-14.42,0.0374,0.108
327,alternative,130.0,4,0,0.373,0.564,0.52,0.0535,0.551,-12.912,0.0628,0.19
328,alternative,112.0,4,1,0.253,0.686,0.606,0.0,0.159,-7.897,0.0539,0.431
329,alternative,113.0,5,1,0.132,0.377,0.674,2.51e-05,0.0881,-7.109,0.064,0.52
330,alternative,136.0,4,0,0.0105,0.465,0.69,0.0,0.183,-9.782,0.0297,0.836
331,alternative,163.0,4,0,2.75e-05,0.474,0.774,0.179,0.32,-4.857,0.214,0.641
332,alternative,166.0,3,1,0.00665,0.34,0.907,0.0139,0.132,-5.715,0.0836,0.448
333,alternative,106.0,4,1,0.00136,0.337,0.849,0.0,0.0904,-4.604,0.0456,0.685
334,alternative,145.0,4,1,0.295,0.461,0.73,4.31e-06,0.383,-3.262,0.0371,0.253
335,alternative,101.0,4,0,0.0604,0.526,0.894,1.33e-06,0.582,-5.407,0.0543,0.653
336,alternative,175.0,4,0,0.00921,0.371,0.857,6.87e-05,0.135,-4.913,0.0538,0.442
337,alternative,124.0,5,0,0.699,0.293,0.462,0.0444,0.0954,-11.412,0.0453,0.0623
338,alternative,153.0,4,0,0.00225,0.485,0.776,0.000102,0.124,-5.472,0.0525,0.26
339,alternative,164.0,4,0,0.000705,0.282,0.866,0.0055,0.101,-4.223,0.0588,0.277
340,alternative,118.0,4,0,0.00737,0.566,0.873,0.00217,0.343,-4.601,0.0632,0.383
341,alternative,200.0,4,1,0.00419,0.357,0.775,0.285,0.0676,-3.364,0.054,0.589
342,alternative,138.0,4,1,0.347,0.53,0.645,0.00017,0.102,-8.086,0.0321,0.224
343,alternative,89.0,4,1,0.0266,0.466,0.833,0.0,0.0327,-4.215,0.304,0.661
344,alternative,102.0,4,0,0.0421,0.379,0.879,0.00449,0.146,-4.336,0.0362,0.37
345,alternative,154.0,4,1,0.00182,0.515,0.864,7.32e-05,0.108,-5.384,0.0478,0.232
346,alternative,137.0,4,1,0.000229,0.405,0.961,0.011,0.113,-3.562,0.0562,0.345
347,alternative,111.0,4,1,0.000233,0.606,0.942,7.07e-06,0.106,-3.618,0.0357,0.373
348,alternative,104.0,4,1,0.214,0.556,0.595,8.33e-05,0.125,-4.51,0.0275,0.144
349,alternative,95.0,4,1,0.0014,0.492,0.969,1.32e-06,0.0787,-4.419,0.0491,0.538
350,alternative,85.0,4,1,0.186,0.548,0.532,0.000263,0.217,-7.596,0.0323,0.405
351,alternative,80.0,4,1,0.0682,0.61,0.637,6.12e-06,0.284,-6.574,0.0238,0.609
352,alternative,105.0,4,0,0.00915,0.679,0.909,3.27e-05,0.139,-4.129,0.0297,0.899
353,alternative,118.0,4,1,0.00335,0.642,0.805,9.71e-05,0.0724,-5.68,0.0295,0.888
354,alternative,96.0,4,1,0.000815,0.521,0.903,0.718,0.0953,-7.219,0.033,0.646
355,alternative,110.0,4,1,1.32e-05,0.347,0.975,0.000167,0.1,-4.847,0.0845,0.287
356,alternative,148.0,4,1,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,0.232
357,alternative,98.0,4,1,0.00834,0.563,0.86,0.0106,0.39,-7.533,0.0621,0.517
358,alternative,100.0,4,1,0.00345,0.597,0.786,0.0,0.0909,-4.248,0.0419,0.666
359,alternative,148.0,4,1,0.000102,0.534,0.755,0.00226,0.0927,-4.943,0.043,0.519
360,alternative,90.0,4,0,0.0223,0.673,0.772,1.23e-06,0.141,-5.246,0.0427,0.585
361,alternative,90.0,4,1,0.231,0.564,0.68,0.000179,0.247,-6.487,0.0357,0.262
362,alternative,115.0,4,1,0.445,0.68,0.693,0.0,0.208,-7.234,0.0435,0.851
363,alternative,136.0,4,1,0.681,0.284,0.433,0.677,0.105,-7.73,0.0292,0.121
364,alternative,106.0,4,1,0.00425,0.538,0.52,0.0,0.367,-7.46,0.0299,0.678
365,alternative,75.0,4,1,0.00116,0.394,0.731,0.0459,0.332,-4.474,0.0518,0.479
366,alternative,150.0,4,1,1.91e-05,0.345,0.717,0.0126,0.178,-6.268,0.0351,0.521
367,alternative,117.0,4,1,0.0108,0.717,0.782,2.39e-05,0.0904,-4.086,0.0338,0.4
368,alternative,176.0,4,1,0.00123,0.499,0.809,0.0,0.0707,-5.132,0.206,0.808
369,alternative,94.0,4,1,0.173,0.63,0.698,0.0,0.0789,-4.51,0.0244,0.529
370,alternative,102.0,4,1,0.00832,0.64,0.864,0.0,0.123,-6.576,0.0315,0.7
371,alternative,112.0,4,1,0.32,0.545,0.59,0.000389,0.124,-6.693,0.0327,0.127
372,alternative,96.0,4,1,0.0193,0.556,0.913,8.59e-06,0.346,-2.36,0.0437,0.73
373,alternative,127.0,4,1,0.0438,0.629,0.809,0.714,0.115,-4.886,0.0466,0.333
374,alternative,130.0,4,1,0.00772,0.505,0.833,7.9e-05,0.069,-4.632,0.0475,0.565
375,alternative,131.0,4,1,0.407,0.527,0.577,1.26e-06,0.134,-8.803,0.0291,0.542
376,alternative,123.0,4,0,0.00206,0.579,0.824,0.00903,0.059,-8.71,0.03,0.635
377,alternative,117.0,4,1,1.62e-05,0.48,0.875,0.000751,0.103,-5.898,0.0429,0.826
378,alternative,107.0,4,1,0.00297,0.777,0.642,0.181,0.0825,-10.158,0.0675,0.705
379,alternative,121.0,4,1,0.0144,0.39,0.899,0.0,0.238,-3.586,0.0949,0.55
380,alternative,105.0,4,1,0.0501,0.362,0.749,0.269,0.152,-6.949,0.0427,0.223
381,alternative,142.0,4,0,0.000781,0.448,0.817,2.44e-06,0.283,-2.931,0.0402,0.723
382,alternative,100.0,4,0,0.128,0.583,0.896,0.745,0.0952,-7.416,0.0405,0.392
383,alternative,118.0,4,0,0.00242,0.585,0.842,0.00686,0.0866,-5.883,0.0556,0.428
384,alternative,150.0,4,0,0.000156,0.591,0.939,0.0111,0.0882,-4.911,0.0533,0.856
385,alternative,138.0,4,1,0.765,0.397,0.324,1.97e-05,0.115,-9.973,0.0369,0.303
386,alternative,141.0,4,0,0.0218,0.214,0.932,3.37e-06,0.291,-3.419,0.256,0.0762
387,alternative,127.0,4,1,0.00998,0.454,0.778,0.0,0.0427,-4.225,0.0449,0.704
388,alternative,166.0,4,1,0.00501,0.385,0.949,2.13e-06,0.113,-3.369,0.0459,0.517
389,alternative,118.0,4,1,0.418,0.558,0.837,0.0,0.0821,-4.405,0.0633,0.488
390,alternative,96.0,4,1,0.147,0.667,0.692,3.75e-05,0.349,-8.361,0.0285,0.846
391,alternative,166.0,4,1,0.00417,0.356,0.872,0.00975,0.0997,-7.837,0.068,0.607
392,alternative,108.0,4,1,0.714,0.453,0.349,7.94e-05,0.0835,-11.077,0.0289,0.302
393,alternative,124.0,4,1,0.00121,0.38,0.882,0.0699,0.107,-5.627,0.0494,0.418
394,alternative,135.0,4,1,0.00578,0.468,0.876,0.00625,0.035,-4.841,0.0692,0.13
395,alternative,123.0,4,1,0.00316,0.458,0.795,0.000202,0.0756,-3.265,0.0574,0.513
396,alternative,162.0,4,0,8.39e-05,0.467,0.794,0.00204,0.103,-6.174,0.0349,0.589
397,alternative,103.0,3,1,0.0714,0.763,0.807,0.28,0.348,-3.714,0.035,0.559
398,alternative,171.0,4,1,0.0329,0.509,0.583,0.000124,0.359,-4.902,0.0615,0.67
399,alternative,117.0,4,1,0.0263,0.488,0.624,0.00223,0.122,-8.357,0.0329,0.308
400,black-metal,95.0,4,1,0.000145,0.131,0.972,0.951,0.338,-9.175,0.0985,0.0372
401,black-metal,85.0,4,0,0.043,0.169,0.997,0.149,0.46,-3.279,0.0712,0.0397
402,black-metal,117.0,4,1,1.05e-06,0.209,0.947,0.268,0.0729,-7.088,0.091,0.147
403,black-metal,110.0,3,0,0.87,0.272,0.0224,0.853,0.163,-16.941,0.0375,0.0537
404,black-metal,67.0,5,1,0.21,0.0629,0.404,0.0,0.0873,-10.396,0.0362,0.037
405,black-metal,130.0,4,1,0.000533,0.183,0.976,0.408,0.105,-8.745,0.0732,0.0282
406,black-metal,125.0,4,1,0.647,0.298,0.55,0.852,0.106,-8.313,0.0384,0.162
407,black-metal,152.0,4,1,1.36e-05,0.113,0.978,0.279,0.067,-4.568,0.131,0.0397
408,black-metal,130.0,4,1,0.000152,0.389,0.876,0.0206,0.853,-9.66,0.0637,0.0938
409,black-metal,118.0,4,0,7.16e-05,0.428,0.972,0.0736,0.0787,-1.998,0.0666,0.225
410,black-metal,100.0,4,1,1.97e-05,0.385,0.796,0.834,0.0657,-6.273,0.149,0.0339
411,black-metal,131.0,4,1,7.06e-06,0.324,0.897,0.93,0.104,-12.287,0.0719,0.146
412,black-metal,105.0,3,1,1.08e-06,0.211,0.839,0.877,0.141,-3.644,0.0818,0.0382
413,black-metal,78.0,4,1,4.83e-06,0.0726,0.761,0.682,0.0913,-5.301,0.0549,0.241
414,black-metal,118.0,4,1,1.6e-06,0.17,0.976,0.019,0.304,-3.628,0.104,0.0415
415,black-metal,174.0,4,1,1.33e-06,0.13,0.972,0.9,0.377,-7.904,0.165,0.0716
416,black-metal,90.0,4,1,8.55e-05,0.381,0.987,0.668,0.246,-3.679,0.0723,0.064
417,black-metal,119.0,4,0,1.87e-06,0.197,0.988,0.474,0.275,-6.26,0.151,0.109
418,black-metal,75.0,4,1,3.24e-05,0.105,0.932,0.869,0.272,-3.058,0.136,0.119
419,black-metal,141.0,4,1,7.07e-05,0.155,0.983,0.753,0.404,-6.931,0.171,0.0306
420,black-metal,91.0,3,0,0.0382,0.11,0.833,0.797,0.14,-5.589,0.0584,0.224
421,black-metal,93.0,4,0,1.66e-06,0.171,0.927,0.827,0.35,-7.456,0.0821,0.0526
422,black-metal,143.0,3,0,5.38e-05,0.134,0.802,0.91,0.169,-3.409,0.069,0.137
423,black-metal,154.0,4,0,1.23e-05,0.145,0.989,0.753,0.407,-9.035,0.0982,0.031
424,black-metal,109.0,4,0,0.000142,0.163,0.819,0.661,0.0657,-5.92,0.0626,0.0733
425,black-metal,115.0,4,1,6.92e-05,0.229,0.979,0.687,0.298,-5.26,0.147,0.0444
426,black-metal,84.0,4,1,2.52e-05,0.163,0.896,0.409,0.0683,-5.494,0.0992,0.0805
427,black-metal,123.0,3,1,0.00148,0.231,0.638,0.428,0.194,-10.888,0.0429,0.264
428,black-metal,129.0,4,1,2.39e-05,0.2,0.835,0.00717,0.418,-6.612,0.0653,0.241
429,black-metal,167.0,4,1,0.00391,0.0852,0.946,0.93,0.375,-4.198,0.0996,0.04
430,black-metal,98.0,4,1,1.59e-06,0.183,0.781,0.913,0.285,-7.343,0.0473,0.273
431,black-metal,111.0,3,1,1.15e-05,0.162,0.939,0.368,0.349,-4.337,0.091,0.0469
432,black-metal,158.0,4,0,0.00392,0.0976,0.908,0.249,0.823,-4.674,0.134,0.0857
433,black-metal,180.0,3,0,1.66e-06,0.151,0.96,0.862,0.16,-4.986,0.0727,0.19
434,black-metal,150.0,4,1,2.76e-06,0.133,0.995,0.839,0.245,-9.11,0.0583,0.146
435,black-metal,121.0,4,0,3.98e-06,0.175,0.811,0.888,0.16,-7.644,0.0587,0.139
436,black-metal,125.0,4,1,0.00154,0.17,0.846,0.76,0.395,-12.466,0.0789,0.038
437,black-metal,135.0,4,0,0.0019,0.149,0.0316,0.84,0.197,-5.023,0.0685,0.0383
438,black-metal,115.0,4,1,0.0,0.345,0.908,0.902,0.333,-4.505,0.0903,0.0395
439,black-metal,108.0,4,1,1.03e-06,0.352,0.955,0.347,0.235,-8.727,0.0709,0.382
440,black-metal,137.0,4,0,6.57e-06,0.209,0.979,0.76,0.105,-2.714,0.0869,0.195
441,black-metal,128.0,4,1,0.0218,0.194,0.998,0.291,0.126,-8.982,0.0947,0.0373
442,black-metal,92.0,4,1,0.703,0.101,0.936,0.224,0.692,-5.579,0.207,0.0257
443,black-metal,146.0,4,1,4.1e-05,0.126,0.942,0.849,0.31,-1.824,0.0603,0.191
444,black-metal,82.0,4,1,0.949,0.167,0.451,0.986,0.177,-20.578,0.0457,0.459
445,black-metal,149.0,3,0,3.51e-05,0.215,0.989,0.795,0.367,-9.515,0.123,0.0617
446,black-metal,110.0,4,0,6.17e-05,0.159,0.525,0.00708,0.106,-4.984,0.0512,0.544
447,black-metal,128.0,4,1,5.03e-06,0.212,0.869,0.908,0.297,-12.057,0.0484,0.286
448,black-metal,78.0,1,1,2.71e-05,0.1,0.991,0.797,0.318,-3.607,0.209,0.108
449,black-metal,167.0,5,0,0.366,0.141,0.992,0.0946,0.863,-11.292,0.885,0.219
450,black-metal,93.0,4,1,0.000216,0.438,0.986,0.0065,0.11,-4.054,0.135,0.189
451,black-metal,150.0,5,0,3.25e-06,0.119,0.966,0.871,0.23,-4.836,0.121,0.0441
452,black-metal,125.0,4,0,3.2e-06,0.252,0.828,0.523,0.344,-5.67,0.0383,0.278
453,black-metal,111.0,4,1,1.18e-05,0.184,0.949,0.125,0.145,-4.223,0.115,0.0697
454,black-metal,186.0,4,1,0.000657,0.121,0.846,0.138,0.0574,-12.162,0.0856,0.166
455,black-metal,201.0,4,1,1.98e-06,0.12,0.995,0.768,0.155,-4.971,0.323,0.104
456,black-metal,110.0,4,0,0.000974,0.555,0.959,0.00339,0.39,-4.212,0.0403,0.396
457,black-metal,162.0,4,1,0.000283,0.148,0.967,0.676,0.471,-11.273,0.104,0.0387
458,black-metal,142.0,4,1,0.243,0.161,0.999,0.75,0.97,-4.786,0.0837,0.0196
459,black-metal,88.0,4,0,1.51e-06,0.12,0.421,0.905,0.855,-12.372,0.0458,0.529
460,black-metal,123.0,3,0,8e-05,0.27,0.946,0.0375,0.135,-3.061,0.0627,0.239
461,black-metal,100.0,4,1,0.00506,0.371,0.902,6.29e-05,0.114,-6.672,0.0659,0.0894
462,black-metal,110.0,4,1,0.0,0.161,0.978,0.114,0.449,-3.917,0.108,0.0546
463,black-metal,63.0,4,1,0.149,0.151,0.0291,0.929,0.0804,-23.576,0.0417,0.0383
464,black-metal,180.0,4,0,3.92e-05,0.229,0.998,0.149,0.282,-4.362,0.24,0.0385
465,black-metal,136.0,4,1,0.000386,0.245,0.985,0.0433,0.393,-3.946,0.0941,0.105
466,black-metal,164.0,4,1,1.75e-05,0.37,0.935,0.563,0.0822,-4.433,0.0736,0.477
467,black-metal,95.0,4,1,0.00562,0.168,0.991,0.69,0.167,-4.999,0.0986,0.0359
468,black-metal,81.0,4,0,2.58e-06,0.136,0.973,0.795,0.339,-6.637,0.113,0.036
469,black-metal,150.0,4,1,1.35e-06,0.364,0.992,0.714,0.243,-5.73,0.194,0.0838
470,black-metal,110.0,4,0,0.000301,0.307,0.778,0.787,0.199,-6.059,0.118,0.037
471,black-metal,160.0,3,0,3.67e-05,0.297,0.988,0.384,0.147,-1.178,0.0643,0.171
472,black-metal,112.0,4,0,1.03e-06,0.163,0.969,0.0236,0.0485,-3.602,0.0775,0.071
473,black-metal,79.0,4,0,0.00018,0.2,0.912,0.836,0.106,-5.53,0.0636,0.0626
474,black-metal,115.0,4,1,1.12e-06,0.383,0.974,0.832,0.314,-5.112,0.0836,0.0385
475,black-metal,189.0,4,1,1.78e-05,0.0673,0.97,0.0182,0.375,-4.836,0.14,0.049
476,black-metal,150.0,4,1,1.72e-05,0.139,0.991,0.323,0.18,-7.377,0.0939,0.108
477,black-metal,127.0,4,1,9.99e-05,0.274,0.984,0.717,0.0599,-5.329,0.459,0.0715
478,black-metal,160.0,4,0,1.07e-05,0.14,0.897,0.166,0.0893,-11.593,0.0552,0.1
479,black-metal,98.0,3,1,1.56e-05,0.138,0.981,0.814,0.0703,-3.797,0.116,0.0399
480,black-metal,112.0,4,0,1.23e-06,0.377,0.985,0.836,0.236,-3.837,0.101,0.0368
481,black-metal,140.0,1,1,1.83e-05,0.146,0.937,0.901,0.0737,-7.538,0.0949,0.0379
482,black-metal,153.0,4,1,0.0051,0.158,0.997,0.198,0.358,-2.474,0.122,0.038
483,black-metal,114.0,4,1,3.02e-06,0.176,0.926,0.46,0.0795,-4.971,0.0879,0.0359
484,black-metal,114.0,4,1,4.04e-05,0.167,0.947,0.91,0.319,-4.758,0.0965,0.0384
485,black-metal,110.0,4,1,2.16e-06,0.162,0.95,0.851,0.101,-4.003,0.102,0.0394
486,black-metal,166.0,3,0,1.83e-05,0.0871,0.967,0.137,0.321,-7.374,0.16,0.036
487,black-metal,121.0,3,1,1.9e-06,0.219,0.911,0.892,0.314,-8.502,0.0992,0.222
488,black-metal,159.0,3,0,0.000178,0.186,0.974,0.795,0.609,-11.256,0.0674,0.0607
489,black-metal,150.0,4,1,0.922,0.253,0.284,0.873,0.0966,-7.664,0.0636,0.0334
490,black-metal,147.0,4,0,3.96e-05,0.342,0.926,0.683,0.186,-6.313,0.0939,0.0972
491,black-metal,87.0,4,1,1.61e-06,0.144,0.956,0.3,0.349,-4.76,0.105,0.183
492,black-metal,135.0,3,1,0.00242,0.33,0.85,0.53,0.279,-7.016,0.0665,0.696
493,black-metal,172.0,4,0,2.58e-05,0.222,0.888,0.0132,0.125,-8.965,0.135,0.379
494,black-metal,142.0,4,0,8.14e-06,0.14,0.993,0.921,0.308,-12.08,0.0646,0.0352
495,black-metal,187.0,4,1,0.0122,0.0711,0.996,0.00183,0.509,-3.204,0.136,0.0398
496,black-metal,95.0,4,1,8.85e-06,0.159,0.989,0.815,0.365,-6.731,0.113,0.119
497,black-metal,166.0,4,0,0.000624,0.0894,0.982,0.792,0.41,-10.532,0.211,0.0406
498,black-metal,97.0,4,1,3.05e-05,0.222,0.921,0.931,0.1,-7.281,0.0701,0.189
499,black-metal,124.0,3,0,4.04e-06,0.176,0.831,0.942,0.38,-10.498,0.0896,0.331
500,bluegrass,104.0,4,1,0.884,0.706,0.401,0.000111,0.146,-9.514,0.03,0.558
501,bluegrass,156.0,4,1,0.00605,0.478,0.835,0.0033,0.0942,-4.947,0.0315,0.716
502,bluegrass,84.0,4,1,0.837,0.673,0.122,0.000108,0.115,-16.406,0.0344,0.35
503,bluegrass,78.0,4,1,0.198,0.771,0.283,0.0,0.0888,-16.326,0.0444,0.906
504,bluegrass,149.0,4,0,0.808,0.468,0.547,1.47e-05,0.97,-9.268,0.04,0.852
505,bluegrass,119.0,4,0,0.992,0.722,0.149,0.891,0.114,-21.547,0.0793,0.598
506,bluegrass,116.0,4,1,0.908,0.548,0.17,6.47e-06,0.0704,-14.44,0.0323,0.222
507,bluegrass,116.0,4,1,0.875,0.458,0.438,0.93,0.0992,-16.589,0.0352,0.399
508,bluegrass,98.0,4,1,0.822,0.508,0.587,0.0,0.136,-10.677,0.0366,0.77
509,bluegrass,157.0,4,1,0.748,0.574,0.305,4.04e-06,0.0702,-12.494,0.0321,0.7
510,bluegrass,126.0,4,1,0.463,0.577,0.609,0.00571,0.14,-7.892,0.0279,0.793
511,bluegrass,128.0,4,1,0.791,0.534,0.726,0.902,0.348,-8.772,0.0374,0.967
512,bluegrass,146.0,4,0,0.624,0.623,0.488,0.946,0.077,-8.78,0.0467,0.819
513,bluegrass,83.0,4,1,0.627,0.493,0.346,3.08e-06,0.0917,-10.147,0.0411,0.129
514,bluegrass,93.0,4,1,0.777,0.545,0.594,0.016,0.156,-8.031,0.0307,0.684
515,bluegrass,150.0,4,1,0.0364,0.511,0.71,0.318,0.261,-6.791,0.0298,0.903
516,bluegrass,142.0,3,1,0.577,0.563,0.486,1.5e-05,0.329,-6.131,0.0265,0.592
517,bluegrass,103.0,3,1,0.979,0.769,0.103,1.12e-06,0.3,-18.229,0.0413,0.701
518,bluegrass,133.0,4,1,0.552,0.391,0.475,0.000217,0.119,-10.106,0.0307,0.108
519,bluegrass,51.0,4,1,0.75,0.199,0.424,0.00181,0.113,-9.232,0.0288,0.284
520,bluegrass,116.0,4,1,0.023,0.479,0.8,1.74e-05,0.341,-7.477,0.0715,0.716
521,bluegrass,127.0,4,1,0.536,0.517,0.474,0.00671,0.0979,-11.606,0.0315,0.476
522,bluegrass,150.0,4,1,0.252,0.394,0.773,1.26e-06,0.336,-5.313,0.0356,0.749
523,bluegrass,119.0,3,1,0.444,0.481,0.39,2.69e-06,0.294,-9.64,0.0343,0.766
524,bluegrass,129.0,4,1,0.478,0.652,0.483,0.462,0.17,-10.14,0.0318,0.61
525,bluegrass,125.0,4,1,0.146,0.677,0.537,0.00151,0.235,-8.487,0.0319,0.721
526,bluegrass,139.0,4,1,0.335,0.549,0.513,0.00281,0.38,-9.511,0.0372,0.868
527,bluegrass,98.0,4,1,0.138,0.578,0.91,0.167,0.925,-6.829,0.0328,0.738
528,bluegrass,114.0,4,1,0.884,0.554,0.461,0.148,0.102,-9.646,0.0289,0.532
529,bluegrass,134.0,4,1,0.333,0.484,0.857,0.000107,0.279,-5.261,0.0308,0.73
530,bluegrass,86.0,4,1,0.69,0.568,0.308,0.0,0.104,-13.063,0.0274,0.721
531,bluegrass,137.0,5,1,0.777,0.725,0.302,3.18e-06,0.116,-12.137,0.0512,0.689
532,bluegrass,96.0,4,1,0.00262,0.59,0.876,0.00105,0.182,-6.232,0.0257,0.643
533,bluegrass,133.0,4,1,0.21,0.671,0.827,0.00287,0.198,-5.704,0.0349,0.931
534,bluegrass,110.0,3,1,0.611,0.716,0.275,3.01e-05,0.358,-13.396,0.0362,0.644
535,bluegrass,147.0,3,1,0.865,0.413,0.345,0.895,0.0674,-12.735,0.0329,0.396
